dataset,trial,seed,time_train,time_test,energy_train,energy_test,accuracy,precision,recall,fpr,f1_score,auc,accuracy@5FPR,precision@5FPR,recall@5FPR,fpr@5FPR,f1_score@5FPR,fpr_ratio_age,fpr_ratio_income,fpr_ratio_employment
Variant III,37,66336,323.66206789016724,4.073539733886719,2579.365,28.695,0.9252292363203019,0.07248225377107365,0.4928355957767723,0.0699732239979918,0.12637787661960936,0.7114311858893904,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,37,66336,322.85377168655396,3.9168002605438232,2599.311,34.331,0.9349283326161077,0.07408131352619234,0.4287330316742081,0.05945527570914568,0.12633333333333333,0.6846388779825312,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,37,66336,324.3444986343384,4.070093631744385,2611.037,34.113,0.9497873150385646,0.09086202433341962,0.39705882352941174,0.0440799933059995,0.14788287339372236,0.6764894151117061,0.9497873150385646,0.09086202433341962,0.39705882352941174,0.0440799933059995,0.14788287339372236,0.9942446833532435,0.9901335605463797,0.9768456755214878
Base,38,272966,339.61654114723206,3.512727975845337,2744.606,29.281,0.9271600060484559,0.10384488991127178,0.5489923558026407,0.06745558617346005,0.17465318078815012,0.7407683848145904,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,38,272966,340.204993724823,3.4818272590637207,2778.858,24.627,0.9247500121945271,0.0949583629204054,0.5111188325225852,0.0693606158351968,0.1601611410528608,0.7208791083436942,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,38,272966,339.2049422264099,3.6219711303710938,2755.642,25.314,0.9134725135359251,0.09255908318254098,0.5865184155663655,0.0818722419013318,0.15988633672744493,0.7523230868325169,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,38,272966,323.6682548522949,4.078288316726685,2630.669,35.759,0.9595774438081367,0.09603814280849132,0.3190045248868778,0.03331520374864028,0.14763109676293518,0.6428446605691188,0.9595774438081367,0.09603814280849132,0.3190045248868778,0.03331520374864028,0.14763109676293518,0.98836674204923,0.9574096356790253,0.9974262216508372
Variant IV,38,272966,322.92974853515625,3.8740687370300293,2660.276,34.673,0.9243602899798073,0.06843035457859273,0.4671945701357466,0.07056731654254875,0.11937566239522113,0.6983136267965989,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,38,272966,323.5976598262787,4.07286262512207,2655.747,30.315,0.94468122082823,0.09291195016333663,0.4611613876319759,0.0499539787465484,0.1546632943408157,0.7056037044427138,0.94468122082823,0.09291195016333663,0.4611613876319759,0.0499539787465484,0.1546632943408157,0.9943348518225091,0.9912629991139367,0.9908487227308075
Base,39,876375,341.3727159500122,3.593013048171997,2818.634,25.518,0.8993078420182332,0.08463876548982932,0.6289089645587214,0.09684217816981888,0.1491983678852574,0.7660333931944512,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,39,876375,340.4630618095398,3.4910964965820312,2775.086,23.97,0.9518218623481781,0.12838483593501115,0.4200833912439194,0.0406071280153563,0.19666531110207405,0.6897381316142815,0.9518218623481781,0.12838483593501115,0.4200833912439194,0.0406071280153563,0.19666531110207405,0.9886698062686752,0.9848328709119476,0.957350181198
Variant II,39,876375,340.0888328552246,3.343719244003296,2788.708,27.799,0.9317350373152529,0.10869412178810278,0.5364836692147325,0.06263728652563672,0.18076450272200434,0.736923191344548,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,39,876375,324.1144104003906,4.075429916381836,2688.296,35.752,0.9405682081498891,0.08219764537995006,0.4343891402714932,0.05381558028616852,0.1382372352552949,0.6902867799926624,0.9890264490714687,0,0.0,0.0,0,0,0,0
