dataset,trial,seed,time_train,time_test,energy_train,energy_test,accuracy,precision,recall,fpr,f1_score,auc,accuracy@5FPR,precision@5FPR,recall@5FPR,fpr@5FPR,f1_score@5FPR,fpr_ratio_age,fpr_ratio_income,fpr_ratio_employment
Variant V,52,63468,60.64970779418945,1.5700912475585938,5535.378,145.597,0.9846155119335297,0.05134680134680135,0.023001508295625944,0.004715086603631495,0.03177083333333334,0.5091432108459972,0.9846155119335297,0.05134680134680135,0.023001508295625944,0.004715086603631495,0.03177083333333334,0.9470156096804614,0.9891527828338647,0.9649762160503299
Base,53,568670,62.7556095123291,1.3414511680603027,5748.87,127.938,0.8805429952539132,0.04262253449589436,0.3498957609451008,0.11190156975852533,0.07598853003320254,0.6189970955932877,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,53,568670,63.46877670288086,1.345505714416504,5809.237,127.284,0.9826154821716014,0.05221932114882506,0.01389854065323141,0.0035917123463875093,0.02195389681668496,0.505153414153422,0.9826154821716014,0.05221932114882506,0.01389854065323141,0.0035917123463875093,0.02195389681668496,0.869282723395429,0.9796988517803241,0.9991604237327409
Variant II,53,568670,64.67710304260254,1.349752426147461,5916.111,117.647,0.9651675528023024,0.07983441750443525,0.14072272411396802,0.023093819880078366,0.10187397811596026,0.5588144521169448,0.9651675528023024,0.07983441750443525,0.14072272411396802,0.023093819880078366,0.10187397811596026,0.993260857083124,0.9381609865474799,0.9708106940958524
Variant III,53,568670,59.274118185043335,1.5997178554534912,5415.889,145.573,0.9889767949948691,0.07142857142857142,0.0003770739064856712,5.4388754079156555e-05,0.0007501875468867217,0.5001613425762033,0.9889767949948691,0.07142857142857142,0.0003770739064856712,5.4388754079156555e-05,0.0007501875468867217,0.6121123348929651,0.8066607177365269,0
Variant IV,53,568670,60.651588916778564,1.6999027729034424,5550.255,154.005,0.9617456718196564,0.027112322478840913,0.07126696832579185,0.0283741946280646,0.039280889535487896,0.5214463868488637,0.9617456718196564,0.027112322478840913,0.07126696832579185,0.0283741946280646,0.039280889535487896,0.9937655353610895,0.9459737093818631,0.9617818557959521
Variant V,53,568670,59.31130599975586,1.5793070793151855,5422.959,145.132,0.8988380946075673,0.03223452656880419,0.28318250377073906,0.09433101832482638,0.05788053949903661,0.5944257427229563,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,54,855771,62.05184483528137,1.2990045547485352,5668.049,118.461,0.8926789294232992,0.03487693355384765,0.24913134120917305,0.09815814340063225,0.061187916026625704,0.5754865989042705,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,54,855771,63.10708737373352,1.3171274662017822,5765.347,118.076,0.9723428125457295,0.05313700384122919,0.057678943710910355,0.014634001543545801,0.055314895034988334,0.5215224710836823,0.9723428125457295,0.05313700384122919,0.057678943710910355,0.014634001543545801,0.055314895034988334,0.985543482252113,0.9429999831735666,0.9955787338228309
Variant II,54,855771,62.24487113952637,1.314077377319336,5703.149,118.678,0.964967562557924,0.04134697357203751,0.06740792216817235,0.022252785308610214,0.0512549537648613,0.522577568429781,0.964967562557924,0.04134697357203751,0.06740792216817235,0.022252785308610214,0.0512549537648613,0.9921151275822061,0.926447673295848,0.9568090342891212
Variant III,54,855771,60.502344846725464,1.577695369720459,5366.759,145.319,0.8792702505875732,0.02954843744457451,0.3141025641025641,0.11445904108442809,0.054015497843919194,0.599821761509068,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,54,855771,59.62802481651306,1.7336909770965576,5457.95,153.867,0.9424385117018107,0.032705237818544036,0.14856711915535445,0.04875324240649318,0.053609089053677124,0.5499069383744306,0.9424385117018107,0.032705237818544036,0.14856711915535445,0.04875324240649318,0.053609089053677124,0.9847117173909725,0.9658543431791595,0.9992805834263386
Variant V,54,855771,61.2299017906189,1.587381362915039,5613.368,144.85,0.9883230163196398,0.08737864077669903,0.006787330316742082,0.0007865450589908794,0.012596221133659902,0.5030003926288755,0.9883230163196398,0.08737864077669903,0.006787330316742082,0.0007865450589908794,0.012596221133659902,0.8990543855197496,0.9083889319570512,0.9049621530698067
Base,55,606372,63.329527854919434,1.3596348762512207,5811.027,127.381,0.9086634375716425,0.04616530156366344,0.28005559416261294,0.08238634958171105,0.07926439494517382,0.5988346222904508,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,55,606372,63.20498824119568,1.434309720993042,5803.858,127.232,0.9859470269742939,0.2857142857142857,0.0006949270326615705,2.473631092553381e-05,0.0013864818024263432,0.500335095360868,0.9859470269742939,0.2857142857142857,0.0006949270326615705,2.473631092553381e-05,0.0013864818024263432,0.4921466550361971,0,0
Variant II,55,606372,61.78778266906738,1.3624634742736816,5677.755,127.764,0.8736061655528998,0.04020281060364101,0.3498957609451008,0.11893713019215166,0.07211917209768674,0.6154793153764745,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,55,606372,58.32582449913025,1.6193082332611084,5377.61,146.674,0.9463032539971532,0.039925140361821584,0.1689291101055807,0.04507154213036566,0.06458588625387443,0.5619287839876075,0.9463032539971532,0.039925140361821584,0.1689291101055807,0.04507154213036566,0.06458588625387443,0.9908822936669112,0.9966806168516088,0.9714610422635785
Variant IV,55,606372,58.738420724868774,1.7124412059783936,5333.33,155.092,0.9724626766857559,0.03005400328715661,0.048265460030165915,0.01728307254623044,0.0370423961800029,0.5154911937419678,0.9724626766857559,0.03005400328715661,0.048265460030165915,0.01728307254623044,0.0370423961800029,0.9753476900987567,0.992417831399973,0.9991909483005479
