dataset,trial,seed,time_train,time_test,energy_train,energy_test,accuracy,precision,recall,fpr,f1_score,auc,accuracy@5FPR,precision@5FPR,recall@5FPR,fpr@5FPR,f1_score@5FPR,fpr_ratio_age,fpr_ratio_income,fpr_ratio_employment
Variant IV,8,51333,1104.255244255066,11.971445798873901,95839.348,1044.37,0.9404606243172564,0.035168316831683165,0.167420814479638,0.050962262572169695,0.05812659553577272,0.5582292759537342,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,8,51333,1120.1593897342682,11.781946182250977,97331.253,1029.433,0.16765698963884934,0.012093087276695736,0.9276018099547512,0.8407748305581123,0.023874918718518587,0.5434134896983194,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,9,731479,1168.8469870090485,9.965595245361328,101727.657,874.853,0.07737145811688154,0.01452229166558071,0.9680333564975677,0.9353099197063319,0.02861530086636778,0.5163617183956178,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,9,731479,1169.0716025829315,10.015037536621094,101811.293,880.485,0.4472172089166382,0.01947373916675368,0.7776233495482975,0.5574871865909405,0.037995959321573486,0.6100680814786785,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,9,731479,1158.8611118793488,9.98420000076294,100973.926,866.621,0.9130042436954295,0.04418845614676662,0.25191104933981934,0.07758296558684424,0.07518796992481203,0.5871640418764875,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,9,731479,1110.2365095615387,12.160480260848999,96534.539,1060.669,0.010973550928531233,0.010973550928531233,1.0,1.0,0.021708878374617314,0.5,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,9,731479,1114.3139655590057,12.089096069335938,97059.961,1054.801,0.010973550928531233,0.010973550928531233,1.0,1.0,0.021708878374617314,0.5,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,9,731479,1115.490053653717,12.072096109390259,97177.364,1054.73,0.47141166539772916,0.015124617233226095,0.7356711915535445,0.5315203748640281,0.029639870259101992,0.6020754083447581,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,10,399758,1161.9540877342224,10.263582944869995,101066.489,896.647,0.016745442927452673,0.014062117877231597,0.9989576094510076,0.9972394413579178,0.027733832381540358,0.5008590840465449,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,10,399758,1160.6001527309418,10.245534896850586,100883.21,890.338,0.45623628115701675,0.01918836832458183,0.7529534398888117,0.5479884431955356,0.03742304271614959,0.6024824983466381,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,10,399758,1167.2032058238983,10.07384705543518,100965.244,860.625,0.7884151992585727,0.031359207572496474,0.47081306462821404,0.2070627114954584,0.05880183131902707,0.6318751765663778,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant III,10,399758,1112.7995681762695,11.902721405029297,96565.866,1034.296,0.487871991790526,0.015481857822938754,0.7296380090497737,0.5148104761107857,0.030320361650618553,0.6074137664694941,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant IV,10,399758,1106.127622127533,11.927374362945557,96229.606,1038.56,0.6780677943659175,0.01927997543626222,0.5682503770739065,0.32071374780353107,0.03729459512967729,0.6237683146351877,0.9890264490714687,0,0.0,0.0,0,0,0,0
Variant V,10,399758,1112.6428391933441,11.950590133666992,96901.185,1046.467,0.9182693899169122,0.03258254974852395,0.22473604826546004,0.07403564555267342,0.05691367456073339,0.5753502013563934,0.9890264490714687,0,0.0,0.0,0,0,0,0
Base,11,401397,1157.5546569824219,10.268482208251953,101085.159,900.098,0.02867163225387906,0.014116866461672534,0.9906184850590688,0.9850247114523606,0.027837039568433128,0.5027968868033541,0.9859617288828404,0,0.0,0.0,0,0,0,0
Variant I,11,401397,1163.554039478302,10.308518648147583,101823.544,903.044,0.01405785083654456,0.014038613503995006,1.0,0.9999802109512596,0.02768851859690982,0.5000098945243703,0.9859616604068094,0,0.0,0.0,0,0,0,0
Variant II,11,401397,1161.888739824295,10.36068058013916,101845.608,911.501,0.936183600799961,0.0526085050416484,0.20847810979847117,0.053455167910078566,0.08401596303297626,0.5775114709441964,0.9859616604068094,0,0.0,0.0,0,0,0,0
